"ind.vel","ind.ta","ID","StCase"
0.0358490371309589,NA,"F20_009","before"
0.0356869535092836,-0.886638161182753,"F20_009","before"
0.00635369291547223,1.68202417746076,"F20_009","before"
0.0137201762825387,-0.688083466066007,"F20_009","before"
0.0473092632679452,2.70111158755303,"F20_009","before"
0.000855410279065279,-0.289935159891693,"F20_009","before"
0.000538927938050412,-1.70443914608254,"F20_009","before"
0.024979705572223,-1.57988237927312,"F20_009","before"
0.0189356026170896,1.39995328944171,"F20_009","before"
0.00511035942693985,-0.709887000606162,"F20_009","before"
0.0203665817647813,-2.70244566969585,"F20_009","before"
0.0128318606289664,-1.69214721036572,"F20_009","before"
0.0303164538426768,0.913060819227684,"F20_009","before"
0.0110025737295198,-3.07484312555554,"F20_009","before"
0.00815259603313604,2.46054355560475,"F20_009","before"
0.0280023930085985,-2.52135596001912,"F20_009","before"
0.0224728832451893,-0.770985243308779,"F20_009","before"
0.00405705684142084,-1.37998505473663,"F20_009","before"
0.00890419956097912,-1.38087847785482,"F20_009","before"
0.015618794694884,-1.55134206157492,"F20_009","before"
0.0369291806053909,2.18502645643167,"F20_009","before"
0.000982810046420656,-2.73302430433444,"F20_009","before"
0.0112995587385107,1.34165463088875,"F20_009","before"
0.0107435838651921,0.864173812628536,"F20_009","before"
0.0402432505325816,-3.06174059551577,"F20_009","before"
0.0154391902522716,1.60338920018826,"F20_009","before"
0.0116610388489775,-2.01874820470401,"F20_009","before"
0.0279953248690103,-1.90501136431047,"F20_009","before"
0.0164444564245794,-0.790209403594244,"F20_009","before"
0.00237334186998898,-2.9173641522539,"F20_009","before"
0.00401658621093833,-2.5782495886076,"F20_009","before"
0.0211903615128974,-1.02454102237519,"F20_009","before"
0.0644479041585459,-2.94475845495758,"F20_009","before"
0.0151528358777721,0.131868294535229,"F20_009","before"
0.00433897554443312,2.59566234650308,"F20_009","before"
0.0107292760379078,-0.979428182270259,"F20_009","before"
0.0307105153746602,-0.291239358182347,"F20_009","before"
0.00943575648914729,-0.447172389635545,"F20_009","before"
0.000636818692444081,3.00847846502755,"F20_009","before"
0.00985332809440515,1.20748944437762,"F20_009","before"
0.0115567207357141,-2.50437064449964,"F20_009","before"
0.00694729502951307,2.15505953572131,"F20_009","before"
0.0244037819820715,-0.558930276151642,"F20_009","before"
0.00322586461199769,-1.3473686634809,"F20_009","before"
0.055069277893416,0.551134114959985,"F20_009","before"
0.0093325306574865,2.82592314840982,"F20_009","before"
0.00259379561455727,2.70711553107692,"F20_009","before"
0.0129543842620828,-0.998696677928079,"F20_009","before"
0.0502347191700392,-1.66008424069791,"F20_009","before"
0.0128097490248543,0.284398464262668,"F20_009","before"
0.00333210188383926,-0.616973321818589,"F20_009","before"
0.00951485576724225,2.44944516467307,"F20_009","before"
0.0243059742012049,1.47263621656145,"F20_009","before"
0.00532577191161387,1.10270645868529,"F20_009","before"
0.0016438582823526,1.28053919195474,"F20_009","before"
0.014785851939754,1.66191127060907,"F20_009","before"
0.0258898582518188,-1.39665018356853,"F20_009","before"
0.000388071569673137,-2.80465323182616,"F20_009","before"
0.00671936687092658,-1.20474906941566,"F20_009","before"
0.014661699177334,-1.20044935410385,"F20_009","before"
0.077348504138755,2.70322933533559,"F20_009","before"
0.00475748080590983,-0.992067545934589,"F20_009","before"
0.00269104139251182,0.28547185289779,"F20_009","before"
0.0167194300121397,-0.378994493419743,"F20_009","before"
0.0626747236623682,-2.67150536363265,"F20_009","before"
0.0030082016543113,1.83150030221568,"F20_009","before"
0.0162975968514036,-1.67207630117841,"F20_009","before"
0.0133098549645831,-2.54649614361501,"F20_009","before"
0.0311978968751153,-0.840769902810326,"F20_009","before"
0.018700670271594,-2.47682911838453,"F20_009","before"
0.00477678054875067,-0.652474563705177,"F20_009","before"
0.0149371317897681,0.700526906412038,"F20_009","before"
0.0569277353159765,0.413278837492841,"F20_009","before"
0.0145374181170762,2.55345220274129,"F20_009","before"
0.00609646049873509,0.448342033569799,"F20_009","before"
0.010885063200195,-0.777505635232167,"F20_009","before"
0.0273381735342092,2.0403794128765,"F20_009","before"
0.00668411508694461,-0.607067671893549,"F20_009","before"
0.00419765398131858,-2.92375932130254,"F20_009","before"
0.0498911742181168,2.63442270087011,"F20_009","before"
0.0141896639112768,2.9143132562625,"F20_009","before"
0.0127842482341063,0.665940601169938,"F20_009","before"
0.00646222094610624,-0.704815080426219,"F20_009","before"
0.00203918944677533,0.818162380968017,"F20_009","before"
0.0460904233298937,-0.535279368523083,"F20_009","before"
0.00534893061899438,1.82299201071243,"F20_009","before"
0.0199367864191348,0.906637004508839,"F20_009","before"
0.0486722479367914,0.460782571464311,"F20_009","before"
0.00965204906264823,1.72949867784722,"F20_009","before"
0.00285200217730235,1.75756024652069,"F20_009","before"
0.0102514208936537,-2.67604608675216,"F20_009","before"
0.0083637900544191,-2.87508749741459,"F20_009","before"
0.065381476850369,0.667008917589959,"F20_009","before"
0.0178512778860253,-0.501721778858889,"F20_009","before"
0.023561039202121,-2.79573666656822,"F20_009","before"
0.0263457529907484,0.0368977402646067,"F20_009","before"
0.0261369387205449,0.0481384205240172,"F20_009","before"
0.0150084975104517,2.72919091998016,"F20_009","before"
0.00218709723758495,-0.929223352429875,"F20_009","before"
0.00418131441258772,2.79111994984027,"F20_009","before"
0.0357334589162398,-1.09142583359752,"F20_009","before"
0.00297097749375945,2.71677802766604,"F20_009","before"
0.00310855840064842,-3.03659641208998,"F20_009","before"
0.0308112516470398,-2.38808721304177,"F20_009","before"
0.0278332115655769,-1.71018552397123,"F20_009","before"
0.00589339152939943,-2.60443621988712,"F20_009","before"
0.000452557087359231,2.84542596631241,"F20_009","before"
0.00146148780017199,2.0082151670909,"F20_009","before"
0.00211695475721391,-0.797067287905545,"F20_009","before"
0.00921781488107764,-0.0719692580489948,"F20_009","before"
0.014131093228975,1.46444320068925,"F20_009","before"
0.0134342274830165,1.95459028643326,"F20_009","before"
0.0209513568826128,3.00929940495805,"F20_009","before"
0.00246127024837341,-2.93917310501002,"F20_009","before"
0.00473618008056816,-0.453403532644747,"F20_009","before"
0.0114698864391894,0.144899001090366,"F20_009","before"
0.0353278267413585,0.152200889702605,"F20_009","before"
0.0061889049803267,-2.405301657482,"F20_009","before"
0.00200148898847332,1.04033662352035,"F20_009","before"
0.00499368298349686,0.384500915369941,"F20_009","before"
0.0460366379633514,-2.81001305908812,"F20_009","before"
0.0125558151236719,1.04126748621725,"F20_009","before"
0.00231623196779949,0.60194824155255,"F20_009","before"
0.0050796633631001,-1.61385159959139,"F20_009","before"
0.0142347265687388,-2.88815478074924,"F20_009","before"
0.0117592828927608,-0.0977394338004673,"F20_009","before"
0.0305451483475787,-1.5880809518308,"F20_009","before"
0.0439549771314931,-2.90980014657088,"F20_009","before"
0.00107136372357486,0.310121508520385,"F20_009","before"
0.0150030206248396,1.28402851003697,"F20_009","before"
0.00820048756078925,1.03104079832522,"F20_009","before"
0.00524583488050551,-1.67756832852438,"F20_009","before"
0.0713248875068554,-2.89489877803785,"F20_009","before"
0.00609549514878848,2.62233871410135,"F20_009","before"
0.0108372227134377,1.16544281334736,"F20_009","before"
0.0190555243820466,-0.898982959091363,"F20_009","before"
0.0238735503467542,-0.0952614557279103,"F20_009","before"
0.0221061149209843,1.30889791597933,"F20_009","before"
0.00855651005483265,2.29239740393826,"F20_009","before"
0.00513477093874613,-0.65796904007723,"F20_009","before"
0.0209266364462574,2.77884774614071,"F20_009","before"
0.0145244462153272,-2.42062425803216,"F20_009","before"
0.00731959239415551,-2.15278986092385,"F20_009","before"
0.0167025642067634,-2.81193824400078,"F20_009","before"
0.0525222845619677,-1.44607426022774,"F20_009","before"
0.032308161976104,-3.10046640903235,"F20_009","before"
0.0047832761009005,-2.36046979474833,"F20_009","before"
0.0113842808774383,2.49115707197063,"F20_009","before"
0.0238386971959035,2.94511921439176,"F20_009","before"
0.0411264686633688,-3.09431795514241,"F20_009","before"
0.0123296762069515,0.8030899260557,"F20_009","before"
