"ID","StCase","StockingRaster","ta_","vel"
"F20_009","before",0,NA,0.0358490371309589
"F20_009","before",0,-0.886638161182753,0.0356869535092836
"F20_009","before",0,1.68202417746076,0.00635369291547223
"F20_009","before",0,-0.688083466066007,0.0137201762825387
"F20_009","before",0,2.70111158755303,0.0473092632679452
"F20_009","before",0,-0.289935159891693,0.000855410279065279
"F20_009","before",0,-1.70443914608254,0.000538927938050412
"F20_009","before",0,-1.57988237927312,0.024979705572223
"F20_009","before",0,1.39995328944171,0.0189356026170896
"F20_009","before",0,-0.709887000606162,0.00511035942693985
"F20_009","before",0,-2.70244566969585,0.0203665817647813
"F20_009","before",0,-1.69214721036572,0.0128318606289664
"F20_009","before",0,0.913060819227684,0.0303164538426768
"F20_009","before",0,-3.07484312555554,0.0110025737295198
"F20_009","before",0,2.46054355560475,0.00815259603313604
"F20_009","before",0,-2.52135596001912,0.0280023930085985
"F20_009","before",0,-0.770985243308779,0.0224728832451893
"F20_009","before",0,-1.37998505473663,0.00405705684142084
"F20_009","before",0,-1.38087847785482,0.00890419956097912
"F20_009","before",0,-1.55134206157492,0.015618794694884
"F20_009","before",0,2.18502645643167,0.0369291806053909
"F20_009","before",0,-2.73302430433444,0.000982810046420656
"F20_009","before",0,1.34165463088875,0.0112995587385107
"F20_009","before",0,0.864173812628536,0.0107435838651921
"F20_009","before",0,-3.06174059551577,0.0402432505325816
"F20_009","before",0,1.60338920018826,0.0154391902522716
"F20_009","before",0,-2.01874820470401,0.0116610388489775
"F20_009","before",0,-1.90501136431047,0.0279953248690103
"F20_009","before",0,-0.790209403594244,0.0164444564245794
"F20_009","before",0,-2.9173641522539,0.00237334186998898
"F20_009","before",0,-2.5782495886076,0.00401658621093833
"F20_009","before",0,-1.02454102237519,0.0211903615128974
"F20_009","before",0,-2.94475845495758,0.0644479041585459
"F20_009","before",0,0.131868294535229,0.0151528358777721
"F20_009","before",0,2.59566234650308,0.00433897554443312
"F20_009","before",0,-0.979428182270259,0.0107292760379078
"F20_009","before",0,-0.291239358182347,0.0307105153746602
"F20_009","before",0,-0.447172389635545,0.00943575648914729
"F20_009","before",0,3.00847846502755,0.000636818692444081
"F20_009","before",0,1.20748944437762,0.00985332809440515
"F20_009","before",0,-2.50437064449964,0.0115567207357141
"F20_009","before",0,2.15505953572131,0.00694729502951307
"F20_009","before",0,-0.558930276151642,0.0244037819820715
"F20_009","before",0,-1.3473686634809,0.00322586461199769
"F20_009","before",0,0.551134114959985,0.055069277893416
"F20_009","before",0,2.82592314840982,0.0093325306574865
"F20_009","before",0,2.70711553107692,0.00259379561455727
"F20_009","before",0,-0.998696677928079,0.0129543842620828
"F20_009","before",0,-1.66008424069791,0.0502347191700392
"F20_009","before",0,0.284398464262668,0.0128097490248543
"F20_009","before",0,-0.616973321818589,0.00333210188383926
"F20_009","before",0,2.44944516467307,0.00951485576724225
"F20_009","before",0,1.47263621656145,0.0243059742012049
"F20_009","before",0,1.10270645868529,0.00532577191161387
"F20_009","before",0,1.28053919195474,0.0016438582823526
"F20_009","before",0,1.66191127060907,0.014785851939754
"F20_009","before",0,-1.39665018356853,0.0258898582518188
"F20_009","before",0,-2.80465323182616,0.000388071569673137
"F20_009","before",0,-1.20474906941566,0.00671936687092658
"F20_009","before",0,-1.20044935410385,0.014661699177334
"F20_009","before",0,2.70322933533559,0.077348504138755
"F20_009","before",0,-0.992067545934589,0.00475748080590983
"F20_009","before",0,0.28547185289779,0.00269104139251182
"F20_009","before",0,-0.378994493419743,0.0167194300121397
"F20_009","before",0,-2.67150536363265,0.0626747236623682
"F20_009","before",0,1.83150030221568,0.0030082016543113
"F20_009","before",0,-1.67207630117841,0.0162975968514036
"F20_009","before",0,-2.54649614361501,0.0133098549645831
"F20_009","before",0,-0.840769902810326,0.0311978968751153
"F20_009","before",0,-2.47682911838453,0.018700670271594
"F20_009","before",0,-0.652474563705177,0.00477678054875067
"F20_009","before",0,0.700526906412038,0.0149371317897681
"F20_009","before",0,0.413278837492841,0.0569277353159765
"F20_009","before",0,2.55345220274129,0.0145374181170762
"F20_009","before",0,0.448342033569799,0.00609646049873509
"F20_009","before",0,-0.777505635232167,0.010885063200195
"F20_009","before",0,2.0403794128765,0.0273381735342092
"F20_009","before",0,-0.607067671893549,0.00668411508694461
"F20_009","before",0,-2.92375932130254,0.00419765398131858
"F20_009","before",0,2.63442270087011,0.0498911742181168
"F20_009","before",0,2.9143132562625,0.0141896639112768
"F20_009","before",0,0.665940601169938,0.0127842482341063
"F20_009","before",0,-0.704815080426219,0.00646222094610624
"F20_009","before",0,0.818162380968017,0.00203918944677533
"F20_009","before",0,-0.535279368523083,0.0460904233298937
"F20_009","before",0,1.82299201071243,0.00534893061899438
"F20_009","before",0,0.906637004508839,0.0199367864191348
"F20_009","before",0,0.460782571464311,0.0486722479367914
"F20_009","before",0,1.72949867784722,0.00965204906264823
"F20_009","before",0,1.75756024652069,0.00285200217730235
"F20_009","before",0,-2.67604608675216,0.0102514208936537
"F20_009","before",0,-2.87508749741459,0.0083637900544191
"F20_009","before",0,0.667008917589959,0.065381476850369
"F20_009","before",0,-0.501721778858889,0.0178512778860253
"F20_009","before",0,-2.79573666656822,0.023561039202121
"F20_009","before",0,0.0368977402646067,0.0263457529907484
"F20_009","before",0,0.0481384205240172,0.0261369387205449
"F20_009","before",0,2.72919091998016,0.0150084975104517
"F20_009","before",0,-0.929223352429875,0.00218709723758495
"F20_009","before",0,2.79111994984027,0.00418131441258772
"F20_009","before",0,-1.09142583359752,0.0357334589162398
"F20_009","before",0,2.71677802766604,0.00297097749375945
"F20_009","before",0,-3.03659641208998,0.00310855840064842
"F20_009","before",0,-2.38808721304177,0.0308112516470398
"F20_009","before",0,-1.71018552397123,0.0278332115655769
"F20_009","before",0,-2.60443621988712,0.00589339152939943
"F20_009","before",0,2.84542596631241,0.000452557087359231
"F20_009","before",0,2.0082151670909,0.00146148780017199
"F20_009","before",0,-0.797067287905545,0.00211695475721391
"F20_009","before",0,-0.0719692580489948,0.00921781488107764
"F20_009","before",0,1.46444320068925,0.014131093228975
"F20_009","before",0,1.95459028643326,0.0134342274830165
"F20_009","before",0,3.00929940495805,0.0209513568826128
"F20_009","before",0,-2.93917310501002,0.00246127024837341
"F20_009","before",0,-0.453403532644747,0.00473618008056816
"F20_009","before",0,0.144899001090366,0.0114698864391894
"F20_009","before",0,0.152200889702605,0.0353278267413585
"F20_009","before",0,-2.405301657482,0.0061889049803267
"F20_009","before",0,1.04033662352035,0.00200148898847332
"F20_009","before",0,0.384500915369941,0.00499368298349686
"F20_009","before",0,-2.81001305908812,0.0460366379633514
"F20_009","before",0,1.04126748621725,0.0125558151236719
"F20_009","before",0,0.60194824155255,0.00231623196779949
"F20_009","before",0,-1.61385159959139,0.0050796633631001
"F20_009","before",0,-2.88815478074924,0.0142347265687388
"F20_009","before",0,-0.0977394338004673,0.0117592828927608
"F20_009","before",0,-1.5880809518308,0.0305451483475787
"F20_009","before",0,-2.90980014657088,0.0439549771314931
"F20_009","before",0,0.310121508520385,0.00107136372357486
"F20_009","before",0,1.28402851003697,0.0150030206248396
"F20_009","before",0,1.03104079832522,0.00820048756078925
"F20_009","before",0,-1.67756832852438,0.00524583488050551
"F20_009","before",0,-2.89489877803785,0.0713248875068554
"F20_009","before",0,2.62233871410135,0.00609549514878848
"F20_009","before",0,1.16544281334736,0.0108372227134377
"F20_009","before",0,-0.898982959091363,0.0190555243820466
"F20_009","before",0,-0.0952614557279103,0.0238735503467542
"F20_009","before",0,1.30889791597933,0.0221061149209843
"F20_009","before",0,2.29239740393826,0.00855651005483265
"F20_009","before",0,-0.65796904007723,0.00513477093874613
"F20_009","before",0,2.77884774614071,0.0209266364462574
"F20_009","before",0,-2.42062425803216,0.0145244462153272
"F20_009","before",0,-2.15278986092385,0.00731959239415551
"F20_009","before",0,-2.81193824400078,0.0167025642067634
"F20_009","before",0,-1.44607426022774,0.0525222845619677
"F20_009","before",0,-3.10046640903235,0.032308161976104
"F20_009","before",0,-2.36046979474833,0.0047832761009005
"F20_009","before",0,2.49115707197063,0.0113842808774383
"F20_009","before",0,2.94511921439176,0.0238386971959035
"F20_009","before",0,-3.09431795514241,0.0411264686633688
"F20_009","before",0,0.8030899260557,0.0123296762069515
"F20_009","before",0,2.97117074791248,0.0194524799947015
"F20_009","before",0,-1.28814116056918,0.00567511905257572
"F20_009","before",0,-2.30719428873304,0.00487987249281494
"F20_009","before",0,1.03450696725483,0.0145709689432042
"F20_009","before",0,-1.81766985989612,0.00162797749526348
"F20_009","before",0,-2.13899100966516,0.0606208653851918
"F20_009","before",0,2.94371580937296,0.0483877553450421
"F20_009","before",0,-0.157725179529752,0.0142054215052188
"F20_009","before",0,1.3361757827359,0.0155719240963046
"F20_009","before",0,0.565924077708866,0.030325203611567
"F20_009","before",0,3.08532193821152,0.0322019899642635
"F20_009","before",0,0.0678889575802213,0.0118357155774356
"F20_009","before",0,0.262564364102943,0.00307092260245373
"F20_009","before",0,-2.3513527407994,0.0241081684519367
"F20_009","before",0,-2.16686763793471,0.0119529450323198
"F20_009","before",0,-0.859602038053646,0.0103401503897876
"F20_009","before",0,-2.0596344400749,0.0121254788065297
"F20_009","before",0,-3.09227183253765,0.00721807021145727
"F20_009","before",0,1.67985697440232,0.0146599809551798
"F20_009","before",0,0.653080106795773,0.00679001489968967
"F20_009","before",0,-2.48572593211952,0.000225123370857679
"F20_009","before",0,-0.151869283310869,0.00612664349928227
"F20_009","before",0,2.09561206516273,0.0178242015725913
"F20_009","before",0,-2.27464842328101,0.0200510705246387
"F20_009","before",0,-1.18141522367338,0.0113335709805236
"F20_009","before",0,-0.647224871217435,0.0108747692604174
"F20_009","before",0,-0.842050976831952,0.00833160207399799
"F20_009","before",0,-2.25305183903787,0.0192776803426258
"F20_009","before",0,-0.355288480534734,0.000544865456055512
"F20_009","before",0,2.2301204738666,0.00118532316497404
"F20_009","before",0,0.346844381292873,0.0211665006461139
"F20_009","before",0,1.87404765864115,0.0192436829271875
"F20_009","before",0,-2.78759385289929,0.00900877505361204
"F20_009","before",0,1.18786375756335,0.00130929586667433
"F20_009","before",0,1.24459242298147,0.000320053077226824
"F20_009","before",0,1.43154261713956,0.0198527111632912
"F20_009","before",0,-0.812787170024981,5.60576051400522e-05
"F20_009","before",0,2.22992821528357,0.0327683707459945
"F20_009","before",0,-2.04648705177126,0.0220444530156368
"F20_009","before",0,-1.8476528095835,0.0243619044533149
"F20_009","before",0,0.274642807731267,0.0130314619491078
"F20_009","before",0,-1.99574587616956,0.0050650247040152
"F20_009","before",0,1.19226116576545,0.00942656838357975
"F20_009","before",0,-1.07918490922119,0.0213420212746756
"F20_009","before",0,-2.52035039413492,0.00808511871287732
"F20_009","before",0,2.96320096931757,0.0116540843233444
"F20_009","before",0,2.83648107413187,0.0439228851592404
"F20_009","before",0,-2.33467387661025,0.00632141694871241
"F20_009","before",0,-1.40342023873939,0.0166008418962507
"F20_009","before",0,-0.434524780491976,0.0115591266214316
"F20_009","before",0,1.10786572795991,0.031861219264641
"F20_009","before",0,0.399204881894542,0.00247834732104413
"F20_009","before",0,1.45315625333496,0.00906789532175014
"F20_009","before",0,1.15735837009543,0.0303061802160012
"F20_009","before",0,-0.0342895070169895,0.029312915944389
"F20_009","before",0,1.94799492125833,0.00596751776266764
"F20_009","before",0,1.90966521975149,0.00899990508856138
"F20_009","before",0,NA,0.0084750465724527
"F20_009","before",0,-0.254294178550239,0.0106955216015703
"F20_009","before",0,-2.34734778307786,0.0177444689493162
"F20_009","before",0,-1.01526248764372,0.00866593505536526
"F20_009","before",0,0.82979170371182,0.0189831966103218
"F20_009","before",0,1.67665198153944,0.0119836421701288
"F20_009","before",0,1.64461579218279,0.000334489458063041
"F20_009","before",0,-2.56690019823662,0.0140552016371216
"F20_009","before",0,-2.65571882387622,0.0123575221715138
"F20_009","before",0,1.36787494077611,0.0087380792516136
"F20_009","before",0,-3.12408423959398,0.012091041897334
