"LINE_NO","GMT_DATE","GMT_TIME","LMT_DATE","LMT_TIME","ECEF_X","ECEF_Y","ECEF_Z","LATITUDE","LONGITUDE","HEIGHT","DOP","NAV","VALIDATED","SATS_USED","CH1_SATID","CH1_C.N","CH2_SATID","CH2_C.N","CH3_SATID","CH3_C.N","CH4_SATID","CH4_C.N","CH5_SATID","CH5_C.N","CH6_SATID","CH6_C.N","CH7_SATID","CH7_C.N","CH8_SATID","CH8_C.N","CH9_SATID","CH9_C.N","CH10_SATID","CH10_C.N","CH11_SATID","CH11_C.N","CH12_SATID","CH12_C.N","MAIN_VOL","BU_VOL","TEMP","REMARKS","ID","StStatus","POSTime","Name","Stock.Dens"
1856,"2020-12-08","21:00:48","2020-12-08","21:00:48",-863091,-5619860,2880753,27.0250596,-98.7311941,140.07,1.6,"3D","Yes",7,3,35,4,38,9,29,16,35,22,29,26,32,31,29,0,0,0,0,0,0,0,0,0,0,3.56,3.6,31,NA,"F20_006","after","2020-12-08 21:00:48","Guadalupe",0.0643034443931182
1857,"2020-12-09","00:00:19","2020-12-09","00:00:19",-862916,-5619929,2880666,27.0241894,-98.7293455,137.64,2.2,"3D","Yes",5,3,29,4,38,8,38,9,38,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,3.6,21,NA,"F20_006","after","2020-12-09 00:00:19","Guadalupe",0.0643034443931182
1858,"2020-12-09","03:00:48","2020-12-09","03:00:48",-862750,-5620009,2880568,27.0231806,-98.7275697,141.11,1.4,"3D","Yes",9,1,38,7,38,8,29,9,29,13,35,17,35,21,29,28,35,30,38,0,0,0,0,0,0,3.54,3.6,20,NA,"F20_006","after","2020-12-09 03:00:48","Guadalupe",0.0643034443931182
1859,"2020-12-09","06:01:18","2020-12-09","06:01:18",-863103,-5619855,2880738,27.0249518,-98.7313212,130.48,10.2,"3D","No",5,6,35,14,38,17,29,19,38,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,3.6,17,NA,"F20_006","after","2020-12-09 06:01:18","Guadalupe",0.0643034443931182
1860,"2020-12-09","09:00:54","2020-12-09","09:00:54",-863226,-5619836,2880773,27.0252336,-98.7325754,146.29,5.4,"3D","Yes",5,2,32,5,38,6,35,12,32,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,3.6,19,NA,"F20_006","after","2020-12-09 09:00:54","Guadalupe",0.0643034443931182
1861,"2020-12-09","12:00:29","2020-12-09","12:00:29",-863220,-5619791,2880856,27.026087,-98.7325845,143.57,1.6,"3D","Yes",8,2,29,5,29,10,32,15,38,18,38,20,38,23,38,29,38,0,0,0,0,0,0,0,0,3.54,3.6,18,NA,"F20_006","after","2020-12-09 12:00:29","Guadalupe",0.0643034443931182
1862,"2020-12-09","15:00:12","2020-12-09","15:00:12",-863291,-5619688,2881035,27.0278993,-98.7334493,143.82,3.8,"3D","Yes",5,10,41,15,32,18,35,20,38,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,28,NA,"F20_006","after","2020-12-09 15:00:12","Guadalupe",0.0643034443931182
1863,"2020-12-09","18:00:22","2020-12-09","18:00:22",-863216,-5619753,2880936,27.0268867,-98.7326028,145.92,2.6,"3D","Yes",5,10,41,12,32,21,32,25,35,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.6,33,NA,"F20_006","after","2020-12-09 18:00:22","Guadalupe",0.0643034443931182
1864,"2020-12-09","21:00:40","2020-12-09","21:00:40",-863200,-5619749,2880933,27.0268887,-98.7324495,138.87,1.6,"3D","Yes",6,3,38,4,35,16,38,21,29,22,38,31,38,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,31,NA,"F20_006","after","2020-12-09 21:00:40","Guadalupe",0.0643034443931182
1865,"2020-12-10","00:00:47","2020-12-10","00:00:47",-863143,-5619800,2880865,27.0261708,-98.7318038,145.17,3.4,"3D","Yes",6,4,38,7,38,8,38,9,29,14,38,30,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,25,NA,"F20_006","after","2020-12-10 00:00:47","Guadalupe",0.0643034443931182
1866,"2020-12-10","03:00:19","2020-12-10","03:00:19",-863190,-5619791,2880857,27.0261137,-98.7322857,139.97,2.6,"3D","Yes",6,7,32,9,29,14,38,17,35,28,35,30,38,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,18,NA,"F20_006","after","2020-12-10 03:00:19","Guadalupe",0.0643034443931182
1867,"2020-12-10","06:00:30","2020-12-10","06:00:30",-863224,-5619827,2880745,27.0250463,-98.7325693,125.37,6.8,"3D","Yes",5,6,38,12,29,17,29,19,32,24,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,19,NA,"F20_006","after","2020-12-10 06:00:30","Guadalupe",0.0643034443931182
1868,"2020-12-10","09:00:29","2020-12-10","09:00:29",-863209,-5619842,2880756,27.0250832,-98.7323969,141.55,3.6,"3D","Yes",5,2,41,5,38,6,35,12,29,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,18,NA,"F20_006","after","2020-12-10 09:00:29","Guadalupe",0.0643034443931182
1869,"2020-12-10","12:00:29","2020-12-10","12:00:29",-863256,-5619851,2880731,27.0248165,-98.7328513,144.47,1.8,"3D","Yes",8,5,29,13,35,15,32,18,38,20,41,23,41,25,41,29,38,0,0,0,0,0,0,0,0,3.56,3.6,20,NA,"F20_006","after","2020-12-10 12:00:29","Guadalupe",0.0643034443931182
1870,"2020-12-10","15:00:48","2020-12-10","15:00:48",-862911,-5620233,2880105,27.0184503,-98.7288308,149.76,2,"3D","Yes",7,8,38,10,41,15,35,18,35,20,35,23,32,27,41,0,0,0,0,0,0,0,0,0,0,3.54,3.58,21,NA,"F20_006","after","2020-12-10 15:00:48","Guadalupe",0.0643034443931182
1871,"2020-12-10","18:00:30","2020-12-10","18:00:30",-862775,-5620341,2879921,27.016618,-98.7273111,142.89,2.6,"3D","Yes",4,10,38,20,29,21,35,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.6,31,NA,"F20_006","after","2020-12-10 18:00:30","Guadalupe",0.0643034443931182
1872,"2020-12-10","21:00:30","2020-12-10","21:00:30",-862777,-5620335,2879915,27.0165928,-98.7273402,135.15,3.4,"3D","Yes",5,4,35,16,38,22,32,26,38,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.58,31,NA,"F20_006","after","2020-12-10 21:00:30","Guadalupe",0.0643034443931182
1873,"2020-12-11","00:00:33","2020-12-11","00:00:33",-862790,-5620103,2880361,27.0211106,-98.7278244,135.24,2,"3D","Yes",6,7,38,8,35,9,32,16,29,27,35,28,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,25,NA,"F20_006","after","2020-12-11 00:00:33","Guadalupe",0.0643034443931182
1874,"2020-12-11","03:00:30","2020-12-11","03:00:30",-862933,-5620054,2880443,27.0218795,-98.7293236,148.68,4.8,"3D","Yes",6,1,35,7,38,14,41,17,35,28,38,30,41,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,24,NA,"F20_006","after","2020-12-11 03:00:30","Guadalupe",0.0643034443931182
1875,"2020-12-11","06:00:48","2020-12-11","06:00:48",-862941,-5620043,2880460,27.0220557,-98.7294201,147.8,2.2,"3D","Yes",7,6,38,12,41,14,38,17,41,19,41,24,35,28,38,0,0,0,0,0,0,0,0,0,0,3.56,3.6,24,NA,"F20_006","after","2020-12-11 06:00:48","Guadalupe",0.0643034443931182
1876,"2020-12-11","09:00:45","2020-12-11","09:00:45",-862918,-5620017,2880509,27.0225693,-98.7292308,144.06,2,"3D","Yes",7,2,35,5,38,6,38,12,35,19,35,25,32,29,29,0,0,0,0,0,0,0,0,0,0,3.54,3.6,25,NA,"F20_006","after","2020-12-11 09:00:45","Guadalupe",0.0643034443931182
1877,"2020-12-11","12:00:47","2020-12-11","12:00:47",-862813,-5620003,2880569,27.0231738,-98.7282064,144.8,1.2,"3D","Yes",11,2,35,5,35,10,35,13,35,15,35,20,38,23,38,24,35,25,35,26,35,29,38,0,0,3.56,3.58,21,NA,"F20_006","after","2020-12-11 12:00:47","Guadalupe",0.0643034443931182
1878,"2020-12-11","15:00:48","2020-12-11","15:00:48",-862962,-5619880,2880762,27.0251312,-98.7298786,144.33,2,"3D","Yes",7,10,38,15,29,18,35,20,32,23,35,24,35,27,38,0,0,0,0,0,0,0,0,0,0,3.54,3.6,26,NA,"F20_006","after","2020-12-11 15:00:48","Guadalupe",0.0643034443931182
1879,"2020-12-11","18:00:31","2020-12-11","18:00:31",-862926,-5619874,2880783,27.0253467,-98.7295292,143.72,2,"3D","Yes",6,1,32,10,35,21,38,23,29,25,32,31,41,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,33,NA,"F20_006","after","2020-12-11 18:00:31","Guadalupe",0.0643034443931182
1880,"2020-12-11","21:00:30","2020-12-11","21:00:30",-862825,-5619852,2880839,27.025949,-98.7285568,136.14,1.8,"3D","Yes",5,1,29,3,32,9,32,22,38,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.62,32,NA,"F20_006","after","2020-12-11 21:00:30","Guadalupe",0.0643034443931182
1881,"2020-12-12","00:00:29","2020-12-12","00:00:29",-862869,-5619800,2880919,27.0267755,-98.7290746,132.66,2.8,"3D","Yes",6,4,38,8,41,9,35,16,32,27,35,30,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,27,NA,"F20_006","after","2020-12-12 00:00:29","Guadalupe",0.0643034443931182
1882,"2020-12-12","03:00:22","2020-12-12","03:00:22",-863087,-5619871,2880744,27.0249452,-98.7311374,145.13,2,"3D","Yes",9,1,41,7,35,8,29,13,38,14,35,17,35,21,38,28,35,30,38,0,0,0,0,0,0,3.54,3.6,23,NA,"F20_006","after","2020-12-12 03:00:22","Guadalupe",0.0643034443931182
1883,"2020-12-12","06:00:29","2020-12-12","06:00:29",-863229,-5619875,2880693,27.0244305,-98.7325456,144.68,2.8,"3D","Yes",7,2,35,6,41,14,38,17,41,19,41,24,35,28,38,0,0,0,0,0,0,0,0,0,0,3.56,3.6,21,NA,"F20_006","after","2020-12-12 06:00:29","Guadalupe",0.0643034443931182
1884,"2020-12-12","09:00:28","2020-12-12","09:00:28",-863141,-5619857,2880753,27.0250406,-98.7316967,144.19,1.6,"3D","Yes",8,2,35,5,38,6,32,12,41,13,35,19,35,25,38,29,35,0,0,0,0,0,0,0,0,3.56,3.6,20,NA,"F20_006","after","2020-12-12 09:00:28","Guadalupe",0.0643034443931182
1885,"2020-12-12","12:00:14","2020-12-12","12:00:14",-863144,-5619853,2880759,27.0251032,-98.7317327,143.8,2.2,"3D","Yes",6,5,38,13,38,15,35,24,32,25,29,29,38,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.6,22,NA,"F20_006","after","2020-12-12 12:00:14","Guadalupe",0.0643034443931182
1886,"2020-12-12","15:00:48","2020-12-12","15:00:48",-863138,-5619802,2880875,27.0262462,-98.7317509,150.8,5.8,"3D","Yes",4,10,41,20,38,23,35,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,26,NA,"F20_006","after","2020-12-12 15:00:48","Guadalupe",0.0643034443931182
1887,"2020-12-12","18:00:30","2020-12-12","18:00:30",-863059,-5619762,2880954,27.0270926,-98.7310252,140.79,1.8,"3D","Yes",8,1,38,10,29,20,29,21,38,22,38,23,29,25,29,31,38,0,0,0,0,0,0,0,0,3.58,3.6,32,NA,"F20_006","after","2020-12-12 18:00:30","Guadalupe",0.0643034443931182
1888,"2020-12-12","21:01:29","2020-12-12","21:01:29",-863059,-5619740,2880998,27.0275355,-98.7310589,141.42,1.6,"3D","Yes",7,7,29,9,35,16,29,22,29,26,35,27,32,31,29,0,0,0,0,0,0,0,0,0,0,3.56,3.6,33,NA,"F20_006","after","2020-12-12 21:01:29","Guadalupe",0.0643034443931182
1889,"2020-12-13","00:00:23","2020-12-13","00:00:23",-863040,-5619774,2880949,27.0270156,-98.7308176,146.52,3,"3D","Yes",5,1,35,8,38,9,38,16,29,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,25,NA,"F20_006","after","2020-12-13 00:00:23","Guadalupe",0.0643034443931182
1890,"2020-12-13","03:00:30","2020-12-13","03:00:30",-863074,-5619820,2880847,27.025988,-98.7310859,145.27,2,"3D","Yes",8,1,38,6,38,7,35,13,38,14,32,17,38,19,38,30,38,0,0,0,0,0,0,0,0,3.56,3.6,23,NA,"F20_006","after","2020-12-13 03:00:30","Guadalupe",0.0643034443931182
1891,"2020-12-13","06:00:47","2020-12-13","06:00:47",-863144,-5619829,2880809,27.0256025,-98.7317694,145.39,1.6,"3D","Yes",9,2,35,3,32,6,38,12,38,14,35,17,38,19,41,24,38,28,38,0,0,0,0,0,0,3.56,3.6,25,NA,"F20_006","after","2020-12-13 06:00:47","Guadalupe",0.0643034443931182
1892,"2020-12-13","09:00:47","2020-12-13","09:00:47",-863261,-5619796,2880840,27.0259126,-98.7329852,146.25,1.6,"3D","Yes",8,2,29,5,35,6,29,12,41,13,32,19,38,25,38,29,32,0,0,0,0,0,0,0,0,3.54,3.6,26,NA,"F20_006","after","2020-12-13 09:00:47","Guadalupe",0.0643034443931182
1893,"2020-12-13","12:00:48","2020-12-13","12:00:48",-863247,-5619820,2880794,27.0254542,-98.7328091,144.58,1.2,"3D","Yes",12,2,29,5,38,10,35,13,41,15,41,18,32,20,35,23,35,24,32,25,32,26,29,29,38,3.54,3.58,26,NA,"F20_006","after","2020-12-13 12:00:48","Guadalupe",0.0643034443931182
1894,"2020-12-13","15:00:13","2020-12-13","15:00:13",-863248,-5619751,2880899,27.0265774,-98.7329246,131.68,3.2,"3D","Yes",6,10,35,15,29,18,41,20,38,23,35,24,32,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.6,27,NA,"F20_006","after","2020-12-13 15:00:13","Guadalupe",0.0643034443931182
1895,"2020-12-13","18:00:29","2020-12-13","18:00:29",-863104,-5619805,2880862,27.0261507,-98.7314077,142.93,1.6,"3D","Yes",7,1,35,3,35,10,38,20,32,21,29,23,38,31,38,0,0,0,0,0,0,0,0,0,0,3.58,3.6,32,NA,"F20_006","after","2020-12-13 18:00:29","Guadalupe",0.0643034443931182
1896,"2020-12-13","21:00:29","2020-12-13","21:00:29",-863096,-5619805,2880870,27.02622,-98.731328,145.49,2.8,"3D","Yes",6,3,29,16,38,22,38,26,38,27,29,31,41,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.6,31,NA,"F20_006","after","2020-12-13 21:00:29","Guadalupe",0.0643034443931182
1897,"2020-12-14","00:00:29","2020-12-14","00:00:29",-863212,-5619878,2880689,27.0243968,-98.7323717,143.21,4.2,"3D","Yes",5,7,41,8,35,9,32,16,32,27,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,25,NA,"F20_006","after","2020-12-14 00:00:29","Guadalupe",0.0643034443931182
1898,"2020-12-14","03:00:29","2020-12-14","03:00:29",-863051,-5619936,2880613,27.023651,-98.7306794,137.97,3.4,"3D","Yes",6,7,38,13,32,14,29,17,41,28,38,30,38,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.58,22,NA,"F20_006","after","2020-12-14 03:00:29","Guadalupe",0.0643034443931182
1899,"2020-12-14","06:00:54","2020-12-14","06:00:54",-863084,-5619981,2880538,27.0228451,-98.7309392,147.98,3,"3D","Yes",6,2,38,6,38,17,29,19,35,24,32,28,35,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,18,NA,"F20_006","after","2020-12-14 06:00:54","Guadalupe",0.0643034443931182
1900,"2020-12-14","09:00:37","2020-12-14","09:00:37",-863053,-5620009,2880487,27.0223409,-98.7305877,145.27,2,"3D","Yes",6,2,38,5,38,6,29,12,38,19,35,24,29,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,15,NA,"F20_006","after","2020-12-14 09:00:37","Guadalupe",0.0643034443931182
1901,"2020-12-14","12:00:13","2020-12-14","12:00:13",-862892,-5619928,2880687,27.0243773,-98.729108,143.05,2.4,"3D","Yes",5,2,29,5,29,13,29,15,35,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,19,NA,"F20_006","after","2020-12-14 12:00:13","Guadalupe",0.0643034443931182
1902,"2020-12-14","15:00:22","2020-12-14","15:00:22",-862717,-5619859,2880878,27.0263013,-98.7274704,145.43,3.2,"3D","Yes",6,10,32,15,35,18,35,20,38,23,38,24,38,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,21,NA,"F20_006","after","2020-12-14 15:00:22","Guadalupe",0.0643034443931182
1903,"2020-12-14","18:00:22","2020-12-14","18:00:22",-862040,-5619785,2881198,27.0295949,-98.7208401,134.22,1.8,"3D","Yes",8,1,38,10,38,20,35,21,38,22,35,25,35,26,35,31,35,0,0,0,0,0,0,0,0,3.56,3.6,27,NA,"F20_006","after","2020-12-14 18:00:22","San Rafael",0.155984237676779
1904,"2020-12-14","21:00:30","2020-12-14","21:00:30",-862833,-5619766,2881006,27.0276351,-98.728768,137.39,2.8,"3D","Yes",5,3,35,4,38,9,41,26,29,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,28,NA,"F20_006","after","2020-12-14 21:00:30","Guadalupe",0.0643034443931182
1905,"2020-12-15","00:00:35","2020-12-15","00:00:35",-863068,-5619785,2880912,27.0266562,-98.7310797,143.18,3.6,"3D","Yes",5,4,29,7,41,9,29,14,29,30,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,3.6,21,NA,"F20_006","after","2020-12-15 00:00:35","Guadalupe",0.0643034443931182
1906,"2020-12-15","03:00:30","2020-12-15","03:00:30",-863092,-5619781,2880929,27.0267941,-98.7313249,150.62,2.2,"3D","Yes",7,1,38,7,32,13,38,14,38,21,35,28,38,30,38,0,0,0,0,0,0,0,0,0,0,3.54,3.58,17,NA,"F20_006","after","2020-12-15 03:00:30","Guadalupe",0.0643034443931182
1907,"2020-12-15","06:01:54","2020-12-15","06:01:54",-863216,-5619850,2880740,27.0249178,-98.7324544,142.27,4.4,"3D","Yes",6,2,35,6,35,12,32,17,32,19,35,24,35,0,0,0,0,0,0,0,0,0,0,0,0,3.48,3.6,18,NA,"F20_006","after","2020-12-15 06:01:54","Guadalupe",0.0643034443931182
1908,"2020-12-15","09:00:10","2020-12-15","09:00:10",-863278,-5619785,2880865,27.0261476,-98.7331714,150.22,4.2,"3D","Yes",5,2,38,5,38,6,32,12,35,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.58,16,NA,"F20_006","after","2020-12-15 09:00:10","Guadalupe",0.0643034443931182
1909,"2020-12-15","12:00:29","2020-12-15","12:00:29",-863274,-5619771,2880886,27.0263756,-98.733153,146.89,1.4,"3D","Yes",9,5,38,10,41,13,41,15,38,18,35,20,38,23,38,24,32,29,41,0,0,0,0,0,0,3.56,3.58,16,NA,"F20_006","after","2020-12-15 12:00:29","Guadalupe",0.0643034443931182
1910,"2020-12-15","15:00:37","2020-12-15","15:00:37",-863057,-5619735,2881026,27.0277821,-98.7310466,149.47,2,"3D","Yes",7,10,38,18,32,20,32,23,32,24,29,27,35,31,32,0,0,0,0,0,0,0,0,0,0,3.52,3.6,21,NA,"F20_006","after","2020-12-15 15:00:37","Guadalupe",0.0643034443931182
1911,"2020-12-15","18:00:29","2020-12-15","18:00:29",-863088,-5619743,2880983,27.0273847,-98.7313432,141.16,1.8,"3D","Yes",7,1,35,10,41,21,38,23,29,25,32,26,38,31,35,0,0,0,0,0,0,0,0,0,0,3.56,3.6,26,NA,"F20_006","after","2020-12-15 18:00:29","Guadalupe",0.0643034443931182
1912,"2020-12-15","21:00:30","2020-12-15","21:00:30",-863090,-5619757,2880953,27.0270856,-98.7313417,140.13,1.8,"3D","Yes",7,3,35,4,38,7,38,9,32,16,35,26,38,31,32,0,0,0,0,0,0,0,0,0,0,3.56,3.6,29,NA,"F20_006","after","2020-12-15 21:00:30","Guadalupe",0.0643034443931182
1913,"2020-12-16","00:00:53","2020-12-16","00:00:53",-862969,-5619898,2880717,27.0246921,-98.7299208,140.68,3.2,"3D","Yes",5,4,35,7,38,8,32,27,35,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,22,NA,"F20_006","after","2020-12-16 00:00:53","Guadalupe",0.0643034443931182
1914,"2020-12-16","03:00:29","2020-12-16","03:00:29",-862997,-5619934,2880640,27.0239097,-98.7301446,141.18,4.8,"3D","Yes",5,6,38,7,35,13,41,17,41,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,16,NA,"F20_006","after","2020-12-16 03:00:29","Guadalupe",0.0643034443931182
1915,"2020-12-16","06:00:54","2020-12-16","06:00:54",-863103,-5619887,2880702,27.0245327,-98.7312723,142.3,2.4,"3D","Yes",7,2,38,6,35,12,29,17,38,19,38,24,32,28,32,0,0,0,0,0,0,0,0,0,0,3.52,3.56,20,NA,"F20_006","after","2020-12-16 06:00:54","Guadalupe",0.0643034443931182
1916,"2020-12-16","09:00:30","2020-12-16","09:00:30",-863171,-5619863,2880753,27.0249976,-98.7319863,153.53,2.4,"3D","Yes",6,2,38,5,38,6,29,12,38,19,35,25,35,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,16,NA,"F20_006","after","2020-12-16 09:00:30","Guadalupe",0.0643034443931182
1917,"2020-12-16","12:00:22","2020-12-16","12:00:22",-863102,-5619784,2880909,27.0266149,-98.7314199,145.53,1.4,"3D","Yes",9,2,38,5,29,15,32,18,38,20,35,23,35,24,41,25,29,29,38,0,0,0,0,0,0,3.56,3.6,18,NA,"F20_006","after","2020-12-16 12:00:22","Guadalupe",0.0643034443931182
1918,"2020-12-16","15:00:30","2020-12-16","15:00:30",-863431,-5619749,2880845,27.0260374,-98.7347504,130.13,5.4,"3D","Yes",5,10,41,18,38,20,41,23,41,24,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.56,19,NA,"F20_006","after","2020-12-16 15:00:30","Guadalupe",0.0643034443931182
1919,"2020-12-16","18:00:47","2020-12-16","18:00:47",-863604,-5619811,2880711,27.0246011,-98.7363786,147.24,2,"3D","Yes",7,1,35,3,38,10,35,21,35,22,35,25,38,31,38,0,0,0,0,0,0,0,0,0,0,3.56,3.6,25,NA,"F20_006","after","2020-12-16 18:00:47","Guadalupe",0.0643034443931182
1920,"2020-12-16","21:01:02","2020-12-16","21:01:02",-863416,-5619943,2880494,27.0224387,-98.7343041,139.43,5.2,"3D","Yes",5,3,32,4,38,22,29,26,38,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,29,NA,"F20_006","after","2020-12-16 21:01:02","Guadalupe",0.0643034443931182
1921,"2020-10-06","00:00:29","2020-10-06","00:00:29",-865089,-5619467,2880973,27.0271759,-98.7516962,164.51,4,"3D","Yes",5,1,29,3,38,4,32,22,38,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.64,33,NA,"F20_016","before","2020-10-06 00:00:29","Desiderio",0
1922,"2020-10-06","03:00:29","2020-10-06","03:00:29",-865246,-5619582,2880687,27.0243126,-98.7530836,157.09,1.8,"3D","Yes",8,3,29,4,38,7,32,9,35,16,41,22,32,26,29,27,38,0,0,0,0,0,0,0,0,3.58,3.62,31,NA,"F20_016","before","2020-10-06 03:00:29","Desiderio",0
1923,"2020-10-06","06:00:23","2020-10-06","06:00:23",-865571,-5619601,2880552,27.0229475,-98.7562913,156.54,2.8,"3D","Yes",6,1,35,9,38,11,41,17,38,21,38,27,32,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.64,29,NA,"F20_016","before","2020-10-06 06:00:23","Desiderio",0
1924,"2020-10-06","09:00:29","2020-10-06","09:00:29",-865535,-5619495,2880766,27.02512,-98.7560953,155.57,1.8,"3D","Yes",7,1,29,3,29,6,38,13,32,17,32,28,29,30,41,0,0,0,0,0,0,0,0,0,0,3.56,3.64,26,NA,"F20_016","before","2020-10-06 09:00:29","Desiderio",0
1925,"2020-10-06","12:00:29","2020-10-06","12:00:29",-865405,-5619444,2880880,27.0263243,-98.7548788,144.84,2.6,"3D","Yes",8,2,35,5,35,6,35,12,35,17,32,19,35,24,29,28,29,0,0,0,0,0,0,0,0,3.58,3.64,26,NA,"F20_016","before","2020-10-06 12:00:29","Desiderio",0
1926,"2020-10-06","15:00:48","2020-10-06","15:00:48",-865233,-5619383,2881078,27.0282707,-98.7532593,157.79,2.4,"3D","Yes",9,2,38,5,38,12,38,13,35,15,35,18,32,20,29,25,38,29,35,0,0,0,0,0,0,3.56,3.64,32,NA,"F20_016","before","2020-10-06 15:00:48","Desiderio",0
1927,"2020-10-06","18:00:18","2020-10-06","18:00:18",-865243,-5619306,2881227,27.0297743,-98.7534769,159.07,3,"3D","Yes",5,13,29,15,38,18,32,20,38,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,3.64,38,NA,"F20_016","before","2020-10-06 18:00:18","Desiderio",0
1928,"2020-10-06","21:00:53","2020-10-06","21:00:53",-865245,-5619304,2881225,27.0297651,-98.7534999,156.67,1.8,"3D","Yes",8,10,32,11,29,18,32,20,38,21,29,23,32,25,32,31,29,0,0,0,0,0,0,0,0,3.58,3.64,38,NA,"F20_016","before","2020-10-06 21:00:53","Desiderio",0
1929,"2020-10-07","00:00:37","2020-10-07","00:00:37",-865666,-5619266,2881169,27.0292061,-98.7577514,154.85,1.4,"3D","Yes",7,3,41,4,38,10,29,22,35,25,32,26,32,31,35,0,0,0,0,0,0,0,0,0,0,3.6,3.62,34,NA,"F20_016","before","2020-10-07 00:00:37","Desiderio",0
1930,"2020-10-07","03:00:19","2020-10-07","03:00:19",-865620,-5619564,2880614,27.0235653,-98.756836,158.78,1.4,"3D","Yes",9,3,32,4,38,7,38,9,38,16,41,22,29,26,32,27,35,30,29,0,0,0,0,0,0,3.56,3.64,31,NA,"F20_016","before","2020-10-07 03:00:19","Desiderio",0
1931,"2020-10-07","06:00:24","2020-10-07","06:00:24",-865503,-5619595,2880584,27.0232715,-98.7556232,156.58,2,"3D","Yes",9,1,32,4,32,7,38,8,32,9,38,11,35,17,35,21,29,30,38,0,0,0,0,0,0,3.6,3.64,27,NA,"F20_016","before","2020-10-07 06:00:24","Desiderio",0
1932,"2020-10-07","09:00:30","2020-10-07","09:00:30",-865445,-5619505,2880769,27.0251597,-98.7551836,153.53,1.6,"3D","Yes",9,1,29,2,35,3,35,6,41,7,35,13,38,17,29,19,35,30,38,0,0,0,0,0,0,3.58,3.64,28,NA,"F20_016","before","2020-10-07 09:00:30","Desiderio",0
1933,"2020-10-07","12:00:54","2020-10-07","12:00:54",-865338,-5619421,2880961,27.0271105,-98.7542468,152.31,1.8,"3D","Yes",8,2,35,5,35,6,38,12,38,17,38,19,41,25,35,28,29,0,0,0,0,0,0,0,0,3.54,3.64,26,NA,"F20_016","before","2020-10-07 12:00:54","Desiderio",0
1934,"2020-10-07","15:00:54","2020-10-07","15:00:54",-865583,-5619403,2880942,27.0268778,-98.7567145,161.05,5.8,"3D","Yes",6,2,29,5,35,12,38,15,35,25,35,29,29,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,32,NA,"F20_016","before","2020-10-07 15:00:54","Desiderio",0
1935,"2020-10-07","18:00:47","2020-10-07","18:00:47",-865528,-5619406,2880938,27.0268678,-98.7561621,154.42,3.4,"3D","Yes",4,10,32,15,35,18,38,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.62,36,NA,"F20_016","before","2020-10-07 18:00:47","Desiderio",0
